recommendation_id,user_id,product_id,product_title,category,brand,recommendation_score,recommendation_reason,recommended_at,clicked,purchased
REC00000141,U000009,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.61,Based on your browsing history,2025-12-03 15:10:21,False,True
REC00000142,U000009,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.77,Price drop alert,2025-12-02 20:10:21,True,True
REC00000143,U000009,896118,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Co-ord Sets,TRIPR,0.68,Popular in your area,2025-12-01 10:10:21,False,True
REC00000144,U000010,899608,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,Serveware,Afast,0.85,Trending now,2025-12-03 12:10:21,True,False
REC00000145,U000010,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.7,Popular in your area,2025-12-03 01:10:21,True,False
REC00000146,U000010,496872,Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2,Oversized Tees,BULLMER,0.61,Based on your browsing history,2025-12-02 10:10:21,False,False
REC00000147,U000010,787062,Womens Boxy Regular Embroidery Crew Neck Tshirt,Tees,DILLINGER,0.61,Within your popCoin balance,2025-12-01 03:10:21,True,False
REC00000148,U000010,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.63,Price drop alert,2025-12-01 16:10:21,True,True
REC00000149,U000010,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.77,Similar to your past purchases,2025-12-01 12:10:21,True,True
REC00000150,U000010,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.95,Price drop alert,2025-12-03 08:10:21,False,False
REC00000151,U000010,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.79,Trending now,2025-12-03 13:10:21,False,False
REC00000152,U000010,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.87,Based on your browsing history,2025-12-03 11:10:21,False,False
REC00000153,U000010,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.69,Price drop alert,2025-12-03 10:10:21,False,False
REC00000154,U000010,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.83,Similar to your past purchases,2025-12-01 04:10:21,True,False
REC00000155,U000010,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.95,Price drop alert,2025-11-30 18:10:21,True,False
REC00000156,U000010,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.85,Similar to your past purchases,2025-12-02 18:10:21,False,False
REC00000157,U000010,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.98,Trending now,2025-12-02 22:10:21,False,False
REC00000158,U000011,899608,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,Serveware,Afast,0.63,Trending now,2025-12-02 23:10:21,False,False
REC00000159,U000011,950618,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",Bar Necessities,Afast,0.78,Within your popCoin balance,2025-12-02 19:10:21,True,False
REC00000160,U000011,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.96,Price drop alert,2025-12-02 22:10:21,False,False
REC00000161,U000011,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.91,Popular in your area,2025-12-02 14:10:21,False,True
REC00000162,U000011,1053640,"Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm",Dinnerware,Ethnic Darzi,0.76,Based on your browsing history,2025-12-01 00:10:21,True,True
REC00000163,U000011,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.6,Within your popCoin balance,2025-12-02 19:10:21,True,False
REC00000164,U000011,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.65,Price drop alert,2025-12-01 17:10:21,False,False
REC00000165,U000011,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.83,Price drop alert,2025-12-01 12:10:21,True,False
REC00000166,U000011,950618,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",Bar Necessities,Afast,0.85,Popular in your area,2025-12-02 16:10:21,True,True
REC00000167,U000011,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.66,Based on your browsing history,2025-12-02 01:10:21,True,False
REC00000168,U000011,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.92,Within your popCoin balance,2025-12-03 04:10:21,True,True
REC00000169,U000011,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.61,Based on your browsing history,2025-12-02 14:10:21,True,True
REC00000170,U000011,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.7,Based on your browsing history,2025-12-01 10:10:21,False,False
REC00000171,U000011,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.87,Trending now,2025-12-01 21:10:21,False,False
REC00000172,U000011,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.72,Within your popCoin balance,2025-12-01 03:10:21,True,False
REC00000173,U000012,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.72,Based on your browsing history,2025-12-02 08:10:21,False,False
REC00000174,U000012,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.81,Based on your browsing history,2025-12-01 10:10:21,False,False
REC00000175,U000012,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.75,Similar to your past purchases,2025-12-03 05:10:21,False,False
REC00000176,U000012,949854,"Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm",Bar Necessities,Afast,0.64,Popular in your area,2025-12-03 04:10:21,False,False
REC00000177,U000012,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.73,Within your popCoin balance,2025-12-01 04:10:21,True,False
REC00000178,U000012,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.82,Price drop alert,2025-12-01 07:10:21,True,False
REC00000179,U000012,243944,Men Originals White Block Collar Neck Printed T-shirts,Polos,The Souled Store,0.6,Popular in your area,2025-12-03 13:10:21,False,True
REC00000180,U000012,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.67,Trending now,2025-12-01 15:10:21,True,False
REC00000181,U000012,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.65,Within your popCoin balance,2025-12-01 02:10:21,True,False
REC00000182,U000012,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.93,Based on your browsing history,2025-12-02 03:10:21,False,False
REC00000183,U000013,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.66,Based on your browsing history,2025-12-02 15:10:21,False,False
REC00000184,U000013,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.6,Price drop alert,2025-12-02 18:10:21,False,True
REC00000185,U000013,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.67,Trending now,2025-12-01 01:10:21,True,False
REC00000186,U000013,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.87,Based on your browsing history,2025-12-03 04:10:21,True,False
REC00000187,U000013,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.89,Within your popCoin balance,2025-12-03 13:10:21,False,False
REC00000188,U000013,896118,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Co-ord Sets,TRIPR,0.91,Similar to your past purchases,2025-12-03 14:10:21,False,True
REC00000189,U000013,899608,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,Serveware,Afast,0.78,Trending now,2025-12-01 09:10:21,False,True
REC00000190,U000013,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.63,Price drop alert,2025-12-01 19:10:21,False,False
REC00000191,U000013,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.96,Popular in your area,2025-12-03 01:10:21,True,False
REC00000192,U000013,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.82,Price drop alert,2025-12-02 15:10:21,False,False
REC00000193,U000013,949854,"Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm",Bar Necessities,Afast,0.7,Based on your browsing history,2025-12-02 17:10:21,False,True
REC00000194,U000014,134466,Organic Cotton Stretch Chino In Slate Grey- Slim Fit,Trousers,SUBTRACT,0.69,Popular in your area,2025-12-02 02:10:21,True,False
REC00000195,U000014,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.75,Within your popCoin balance,2025-12-03 15:10:21,True,False
REC00000196,U000014,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.81,Trending now,2025-12-02 23:10:21,False,False
REC00000197,U000014,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.79,Popular in your area,2025-12-02 16:10:21,False,False
REC00000198,U000014,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.68,Popular in your area,2025-12-01 15:10:21,True,False
REC00000199,U000014,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.65,Within your popCoin balance,2025-12-02 22:10:21,True,False
REC00000200,U000014,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.99,Based on your browsing history,2025-12-02 19:10:21,True,False
REC00000201,U000014,1053640,"Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm",Dinnerware,Ethnic Darzi,0.84,Popular in your area,2025-12-02 07:10:21,False,True
REC00000202,U000014,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.77,Trending now,2025-12-01 14:10:21,True,False
REC00000203,U000014,1012775,Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor ),Wall Accents,PRAKRITI,0.88,Trending now,2025-12-01 14:10:21,False,False
REC00000204,U000014,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.95,Similar to your past purchases,2025-11-30 23:10:21,False,False
REC00000205,U000014,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.83,Trending now,2025-12-01 01:10:21,True,False
REC00000206,U000014,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.61,Based on your browsing history,2025-11-30 17:10:21,True,False
REC00000207,U000014,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.85,Trending now,2025-12-02 05:10:21,False,False
REC00000208,U000014,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.85,Trending now,2025-12-02 02:10:21,False,False
REC00000209,U000014,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.97,Within your popCoin balance,2025-12-01 02:10:21,False,False
REC00000210,U000014,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.73,Price drop alert,2025-12-01 02:10:21,False,True
REC00000211,U000014,787062,Womens Boxy Regular Embroidery Crew Neck Tshirt,Tees,DILLINGER,0.85,Trending now,2025-12-02 04:10:21,True,False
REC00000212,U000015,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.82,Trending now,2025-12-02 01:10:21,True,False
REC00000213,U000015,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.86,Trending now,2025-12-02 07:10:21,False,False
REC00000214,U000015,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.84,Popular in your area,2025-12-02 03:10:21,True,False
REC00000215,U000015,1038399,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,The Perfect Sets,AHIKA,0.81,Trending now,2025-12-02 14:10:21,False,False
REC00000216,U000015,243944,Men Originals White Block Collar Neck Printed T-shirts,Polos,The Souled Store,0.88,Trending now,2025-12-02 09:10:21,True,False
REC00000217,U000015,496872,Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2,Oversized Tees,BULLMER,0.95,Similar to your past purchases,2025-12-01 17:10:21,True,False
REC00000218,U000015,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.88,Within your popCoin balance,2025-12-01 06:10:21,False,False
REC00000219,U000015,787062,Womens Boxy Regular Embroidery Crew Neck Tshirt,Tees,DILLINGER,0.84,Trending now,2025-12-03 01:10:21,False,False
REC00000220,U000015,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.63,Trending now,2025-12-01 01:10:21,False,False
REC00000221,U000015,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.82,Popular in your area,2025-12-02 06:10:21,True,False
REC00000222,U000015,950618,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",Bar Necessities,Afast,0.98,Within your popCoin balance,2025-12-03 03:10:21,False,False
REC00000223,U000015,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.72,Popular in your area,2025-12-02 17:10:21,True,False
REC00000224,U000015,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.91,Based on your browsing history,2025-12-03 11:10:21,True,False
REC00000225,U000015,243944,Men Originals White Block Collar Neck Printed T-shirts,Polos,The Souled Store,0.81,Trending now,2025-12-03 00:10:21,True,False
REC00000226,U000015,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.62,Price drop alert,2025-12-03 09:10:21,True,True
REC00000227,U000016,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.88,Trending now,2025-12-01 09:10:21,True,False
REC00000228,U000016,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.84,Within your popCoin balance,2025-12-02 06:10:21,False,False
REC00000229,U000016,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.61,Within your popCoin balance,2025-12-02 00:10:21,True,False
REC00000230,U000016,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.98,Similar to your past purchases,2025-12-02 14:10:21,True,False
REC00000231,U000016,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.82,Within your popCoin balance,2025-12-02 06:10:21,False,True
REC00000232,U000016,243944,Men Originals White Block Collar Neck Printed T-shirts,Polos,The Souled Store,0.7,Similar to your past purchases,2025-12-02 12:10:21,True,False
REC00000233,U000016,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.66,Popular in your area,2025-12-02 12:10:21,False,True
REC00000234,U000016,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.69,Trending now,2025-12-01 09:10:21,False,False
REC00000235,U000016,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.69,Based on your browsing history,2025-12-01 12:10:21,False,False
REC00000236,U000016,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.89,Similar to your past purchases,2025-12-01 16:10:21,True,False
REC00000237,U000016,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.94,Similar to your past purchases,2025-12-01 09:10:21,False,False
REC00000238,U000016,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.79,Within your popCoin balance,2025-12-01 15:10:21,False,False
REC00000239,U000016,896118,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Co-ord Sets,TRIPR,0.66,Based on your browsing history,2025-12-01 16:10:21,True,False
REC00000240,U000016,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.68,Trending now,2025-12-01 13:10:21,False,False
REC00000241,U000016,1038399,Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta,The Perfect Sets,AHIKA,0.71,Popular in your area,2025-12-01 16:10:21,False,True
REC00000242,U000017,949860,"Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm",Bar Necessities,Afast,0.7,Price drop alert,2025-12-03 08:10:21,False,True
REC00000243,U000017,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.82,Trending now,2025-12-01 16:10:21,True,False
REC00000244,U000017,899608,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,Serveware,Afast,0.88,Similar to your past purchases,2025-12-03 05:10:21,False,False
REC00000245,U000017,896118,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Co-ord Sets,TRIPR,0.69,Trending now,2025-12-02 07:10:21,False,False
REC00000246,U000017,496872,Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2,Oversized Tees,BULLMER,0.69,Within your popCoin balance,2025-11-30 22:10:21,True,True
REC00000247,U000017,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.74,Popular in your area,2025-12-03 05:10:21,True,True
REC00000248,U000017,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.87,Based on your browsing history,2025-12-02 08:10:21,True,False
REC00000249,U000017,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.66,Popular in your area,2025-12-01 09:10:21,False,False
REC00000250,U000017,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.76,Popular in your area,2025-11-30 22:10:21,True,False
REC00000251,U000017,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.64,Based on your browsing history,2025-12-02 18:10:21,False,False
REC00000252,U000017,899608,Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm,Serveware,Afast,0.95,Popular in your area,2025-12-03 14:10:21,True,True
REC00000253,U000017,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.9,Trending now,2025-12-02 18:10:21,True,False
REC00000254,U000017,949854,"Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm",Bar Necessities,Afast,0.9,Price drop alert,2025-12-02 18:10:21,True,False
REC00000255,U000017,717137,Grey Colorblocked Gym Vest For Men,Innerwear,TRIPR,0.91,Trending now,2025-12-02 19:10:21,False,True
REC00000256,U000017,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.8,Based on your browsing history,2025-12-01 14:10:21,True,False
REC00000257,U000017,134466,Organic Cotton Stretch Chino In Slate Grey- Slim Fit,Trousers,SUBTRACT,0.78,Popular in your area,2025-12-02 10:10:21,False,False
REC00000258,U000017,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.7,Popular in your area,2025-12-03 02:10:21,True,False
REC00000259,U000017,950618,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",Bar Necessities,Afast,0.84,Based on your browsing history,2025-12-03 08:10:21,False,False
REC00000260,U000017,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.71,Within your popCoin balance,2025-12-01 02:10:21,False,False
REC00000261,U000017,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.78,Price drop alert,2025-11-30 22:10:21,False,False
REC00000262,U000018,949038,"Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm",Bar Necessities,Afast,0.97,Popular in your area,2025-12-01 00:10:21,False,False
REC00000263,U000018,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.61,Based on your browsing history,2025-12-01 17:10:21,False,True
REC00000264,U000018,950140,"Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm",Bar Necessities,Afast,0.95,Similar to your past purchases,2025-12-01 16:10:21,False,False
REC00000265,U000018,41030,Roasted & Lightly Salted California Pistachio - 250gm,Snack Time,Ambrosia,0.72,Popular in your area,2025-12-03 14:10:21,True,False
REC00000266,U000018,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.85,Popular in your area,2025-12-01 07:10:21,True,False
REC00000267,U000018,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.7,Based on your browsing history,2025-12-02 11:10:21,False,False
REC00000268,U000018,949012,"Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm",Bar Necessities,Afast,0.76,Price drop alert,2025-12-01 05:10:21,False,False
REC00000269,U000018,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.65,Based on your browsing history,2025-12-02 09:10:21,True,True
REC00000270,U000018,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.75,Trending now,2025-12-01 05:10:21,False,False
REC00000271,U000018,134472,Organic Cotton Stretch Chino In Beige- Slim Fit,Trousers,SUBTRACT,0.83,Trending now,2025-11-30 23:10:21,False,True
REC00000272,U000018,1053733,I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm,Dinnerware,Ethnic Darzi,0.93,Based on your browsing history,2025-12-01 19:10:21,False,False
REC00000273,U000018,792468,Auto Sight Wi-fi Dash Camera - Grey,Security,Gizmore,0.96,Popular in your area,2025-12-03 15:10:21,True,False
REC00000274,U000018,1040453,Men Anya Forger Blue Oversized Graphic T-shirt,Oversized Tees,Crazymonk,0.88,Trending now,2025-12-03 09:10:21,True,False
REC00000275,U000018,950618,"Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm",Bar Necessities,Afast,0.8,Based on your browsing history,2025-12-01 07:10:21,False,False
REC00000276,U000019,948892,"Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml",Bar Necessities,Afast,0.74,Trending now,2025-12-02 04:10:21,False,True
REC00000277,U000019,1053248,Unisex Off White Captain America Embroidered Baseball Cap,Caps,Bewakoof,0.8,Based on your browsing history,2025-12-01 08:10:21,False,False
REC00000278,U000019,1044302,"Eau De Parfum - Eclipse, 100ml",Luxe Perfumes,Aris,0.8,Price drop alert,2025-11-30 18:10:21,True,False
REC00000279,U000019,1053640,"Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm",Dinnerware,Ethnic Darzi,0.75,Price drop alert,2025-12-01 08:10:21,False,False
REC00000280,U000019,428848,Men's Pink Heathered Korean Oversized Shirt,Casuals,Campus Sutra,0.9,Popular in your area,2025-12-03 05:10:21,False,False
REC00000281,U000019,899607,"Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4",Serveware,Afast,0.69,Based on your browsing history,2025-12-02 02:10:21,True,False
REC00000282,U000019,612530,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",Diffusers,Global Aroma,0.76,Popular in your area,2025-12-01 11:10:21,True,False
REC00000283,U000019,949854,"Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm",Bar Necessities,Afast,0.82,Popular in your area,2025-12-03 16:10:21,True,False
